	refseq.id	label	train_date	train_virus	host_label	Genus	virus_ID	Family	database	Species
30054	KT444582.1	0	20240206	Coronaviridae						
30055	KJ473814.1	0	20240206	Coronaviridae						
30056	KJ473815.1	0	20240206	Coronaviridae						
30057	KJ473816.1	0	20240206	Coronaviridae						
30058	KC881005.1	0	20240206	Coronaviridae						
30059	KC881006.1	0	20240206	Coronaviridae						
30060	KF367457.1	0	20240206	Coronaviridae						
30061	FJ588686.1	0	20240206	Coronaviridae						
30062	OL674074.1	0	20240206	Coronaviridae						
30063	OL674075.1	0	20240206	Coronaviridae						
30064	OL674076.1	0	20240206	Coronaviridae						
30065	OL674078.1	0	20240206	Coronaviridae						
30066	OL674079.1	0	20240206	Coronaviridae						
30067	OL674080.1	0	20240206	Coronaviridae						
30068	OL674081.1	0	20240206	Coronaviridae						
30069	MZ081380.1	0	20240206	Coronaviridae						
30070	MZ081382.1	0	20240206	Coronaviridae						
30071	OR233293.1	0	20240206	Coronaviridae						
30072	OR233294.1	0	20240206	Coronaviridae						
30073	OR233295.1	0	20240206	Coronaviridae						
30074	OR233296.1	0	20240206	Coronaviridae						
30075	OR233297.1	0	20240206	Coronaviridae						
30076	OR233298.1	0	20240206	Coronaviridae						
30077	OR233299.1	0	20240206	Coronaviridae						
30078	OR233300.1	0	20240206	Coronaviridae						
30079	OR233301.1	0	20240206	Coronaviridae						
30080	OR233303.1	0	20240206	Coronaviridae						
30081	OR233305.1	0	20240206	Coronaviridae						
30082	OR233308.1	0	20240206	Coronaviridae						
30083	OR233310.1	0	20240206	Coronaviridae						
30084	OR233311.1	0	20240206	Coronaviridae						
30085	OR233312.1	0	20240206	Coronaviridae						
30086	OR233313.1	0	20240206	Coronaviridae						
30087	OR233314.1	0	20240206	Coronaviridae						
30088	OR233316.1	0	20240206	Coronaviridae						
30089	OR233317.1	0	20240206	Coronaviridae						
30090	OR233318.1	0	20240206	Coronaviridae						
30091	OR233319.1	0	20240206	Coronaviridae						
30092	OR233320.1	0	20240206	Coronaviridae						
30093	OR233321.1	0	20240206	Coronaviridae						
30094	OQ503506.1	0	20240206	Coronaviridae						
30095	AY572034.1	0	20240206	Coronaviridae						
30096	AY572035.1	0	20240206	Coronaviridae						
30097	AY572038.1	0	20240206	Coronaviridae						
30098	MN908947.3	1	20240206	Coronaviridae						
30099	MT050493.1	1	20240206	Coronaviridae						
30100	MT635444.1	1	20240206	Coronaviridae						
30101	MW030241.1	1	20240206	Coronaviridae						
30102	MW273805.1	1	20240206	Coronaviridae						
30103	MW294011.1	1	20240206	Coronaviridae						
30104	MW356785.1	1	20240206	Coronaviridae						
30105	MW596415.1	1	20240206	Coronaviridae						
30106	MW643223.1	1	20240206	Coronaviridae						
30107	HG994235.1	1	20240206	Coronaviridae						
30108	MW816472.1	1	20240206	Coronaviridae						
30109	MW975592.1	1	20240206	Coronaviridae						
30110	MW976746.1	1	20240206	Coronaviridae						
30111	MZ054862.1	1	20240206	Coronaviridae						
30112	MZ410620.1	1	20240206	Coronaviridae						
30113	MZ611966.1	1	20240206	Coronaviridae						
30114	MZ862968.1	1	20240206	Coronaviridae						
30115	OK252994.1	1	20240206	Coronaviridae						
30116	OK354417.1	1	20240206	Coronaviridae						
30117	OK426405.1	1	20240206	Coronaviridae						
30118	OU818621.1	1	20240206	Coronaviridae						
30119	OK668279.1	1	20240206	Coronaviridae						
30120	OL549280.1	1	20240206	Coronaviridae						
30121	OL601954.1	1	20240206	Coronaviridae						
30122	OL875826.1	1	20240206	Coronaviridae						
30123	OM739392.1	1	20240206	Coronaviridae						
30124	OM765403.1	1	20240206	Coronaviridae						
30125	OM811375.1	1	20240206	Coronaviridae						
30126	OW481143.1	1	20240206	Coronaviridae						
30127	ON583401.1	1	20240206	Coronaviridae						
30128	ON797362.1	1	20240206	Coronaviridae						
30129	OP053572.1	1	20240206	Coronaviridae						
30130	OP089057.1	1	20240206	Coronaviridae						
30131	OP126300.1	1	20240206	Coronaviridae						
30132	OP302812.1	1	20240206	Coronaviridae						
30133	OP303169.1	1	20240206	Coronaviridae						
30134	OP303170.1	1	20240206	Coronaviridae						
30135	OP430919.1	1	20240206	Coronaviridae						
30136	OX318448.1	1	20240206	Coronaviridae						
30137	OP581529.1	1	20240206	Coronaviridae						
30138	OP678014.1	1	20240206	Coronaviridae						
30139	OP748661.1	1	20240206	Coronaviridae						
30140	OP776812.1	1	20240206	Coronaviridae						
30141	OP882695.1	1	20240206	Coronaviridae						
30142	OQ120177.1	1	20240206	Coronaviridae						
30143	OQ318691.1	1	20240206	Coronaviridae						
30144	OQ564944.1	1	20240206	Coronaviridae						
30145	OQ587531.1	1	20240206	Coronaviridae						
30146	OQ587537.1	1	20240206	Coronaviridae						
30147	OQ618764.1	1	20240206	Coronaviridae						
30148	OQ690525.1	1	20240206	Coronaviridae						
30149	OQ691430.1	1	20240206	Coronaviridae						
30150	OQ691560.1	1	20240206	Coronaviridae						
30151	OQ701291.1	1	20240206	Coronaviridae						
30152	OQ847651.1	1	20240206	Coronaviridae						
30153	OQ921116.1	1	20240206	Coronaviridae						
30154	OQ921514.1	1	20240206	Coronaviridae						
30155	OQ946921.1	1	20240206	Coronaviridae						
30156	OQ946931.1	1	20240206	Coronaviridae						
30157	OQ977047.1	1	20240206	Coronaviridae						
30158	OQ977777.1	1	20240206	Coronaviridae						
30159	OR098915.1	1	20240206	Coronaviridae						
30160	OR098921.1	1	20240206	Coronaviridae						
30161	OR098924.1	1	20240206	Coronaviridae						
30162	OR122618.1	1	20240206	Coronaviridae						
30163	OR122627.1	1	20240206	Coronaviridae						
30164	BS007339.1	1	20240206	Coronaviridae						
30165	BS007341.1	1	20240206	Coronaviridae						
30166	BS007342.1	1	20240206	Coronaviridae						
30167	OR145069.1	1	20240206	Coronaviridae						
30168	OR177937.1	1	20240206	Coronaviridae						
30169	OR196300.1	1	20240206	Coronaviridae						
30170	OY468386.1	1	20240206	Coronaviridae						
30171	OY475267.1	1	20240206	Coronaviridae						
30172	BS007388.1	1	20240206	Coronaviridae						
30173	OR415190.1	1	20240206	Coronaviridae						
30174	OR462807.1	1	20240206	Coronaviridae						
30175	OY726593.1	1	20240206	Coronaviridae						
30176	OY726596.1	1	20240206	Coronaviridae						
30177	BS007463.1	1	20240206	Coronaviridae						
30178	OY731253.1	1	20240206	Coronaviridae						
30179	OR559085.1	1	20240206	Coronaviridae						
30180	OR565116.1	1	20240206	Coronaviridae						
30181	OR577043.1	1	20240206	Coronaviridae						
30182	OR577095.1	1	20240206	Coronaviridae						
30183	OY735741.1	1	20240206	Coronaviridae						
30184	OR600070.1	1	20240206	Coronaviridae						
30185	OY736948.1	1	20240206	Coronaviridae						
30186	OY738377.1	1	20240206	Coronaviridae						
30187	OR603730.1	1	20240206	Coronaviridae						
30188	OY739714.1	1	20240206	Coronaviridae						
30189	BS007584.1	1	20240206	Coronaviridae						
30190	OY742622.1	1	20240206	Coronaviridae						
30191	OY742935.1	1	20240206	Coronaviridae						
30192	BS007678.1	1	20240206	Coronaviridae						
