,refseq.id,fold_0,label,sampling,database,date,fold_1,fold_2,fold_3,fold_4,host_label,Genus,virus_ID,Family,Species
74786,KJ425502,train,0,normal,GenBank,20240206,train,dev,pred,dev,0.0,Gammacoronavirus,KJ425502,Coronaviridae,Avian coronavirus
74787,KJ425503,train,0,normal,GenBank,20240206,train,train,pred,train,0.0,Gammacoronavirus,KJ425503,Coronaviridae,Avian coronavirus
74788,KJ425504,train,0,normal,GenBank,20240206,train,train,pred,train,0.0,Gammacoronavirus,KJ425504,Coronaviridae,Avian coronavirus
74789,KJ425505,train,0,normal,GenBank,20240206,train,train,pred,dev,0.0,Gammacoronavirus,KJ425505,Coronaviridae,Avian coronavirus
74790,KJ425506,train,0,normal,GenBank,20240206,train,train,pred,dev,0.0,Gammacoronavirus,KJ425506,Coronaviridae,Avian coronavirus
74791,KJ425507,train,0,normal,GenBank,20240206,dev,train,pred,train,0.0,Gammacoronavirus,KJ425507,Coronaviridae,Avian coronavirus
74792,KJ425508,train,0,normal,GenBank,20240206,dev,dev,pred,train,0.0,Gammacoronavirus,KJ425508,Coronaviridae,Avian coronavirus
74793,KJ425509,train,0,normal,GenBank,20240206,train,train,pred,train,0.0,Gammacoronavirus,KJ425509,Coronaviridae,Avian coronavirus
74794,KJ425510,train,0,normal,GenBank,20240206,train,train,pred,train,0.0,Gammacoronavirus,KJ425510,Coronaviridae,Avian coronavirus
74795,KJ425511,train,0,normal,GenBank,20240206,train,dev,pred,train,0.0,Gammacoronavirus,KJ425511,Coronaviridae,Avian coronavirus
74796,KJ425512,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Gammacoronavirus,KJ425512,Coronaviridae,Avian coronavirus
74797,KJ435283,train,0,normal,GenBank,20240206,train,train,dev,pred,0.0,Gammacoronavirus,KJ435283,Coronaviridae,Avian coronavirus
74798,KJ435284,train,0,normal,GenBank,20240206,train,dev,train,pred,0.0,Gammacoronavirus,KJ435284,Coronaviridae,Avian coronavirus
74799,KJ435285,train,0,normal,GenBank,20240206,train,train,dev,pred,0.0,Gammacoronavirus,KJ435285,Coronaviridae,Avian coronavirus
74800,KJ435286,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Gammacoronavirus,KJ435286,Coronaviridae,Avian coronavirus
74801,KJ650295,train,0,normal,GenBank,20240206,dev,train,pred,train,0.0,Betacoronavirus,KJ650295,Coronaviridae,Middle East respiratory syndrome-related coronavirus
74802,KJ650297,train,0,normal,GenBank,20240206,train,train,pred,train,0.0,Betacoronavirus,KJ650297,Coronaviridae,Middle East respiratory syndrome-related coronavirus
74803,KJ196348,train,0,normal,GenBank,20240206,train,dev,train,pred,0.0,Alphacoronavirus,KJ196348,Coronaviridae,Porcine epidemic diarrhea virus
74804,KF906249,train,0,normal,GenBank,20240206,train,train,pred,train,0.0,Betacoronavirus,KF906249,Coronaviridae,Betacoronavirus 1
74805,KJ135013,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Gammacoronavirus,KJ135013,Coronaviridae,Avian coronavirus
74806,KJ128295,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Gammacoronavirus,KJ128295,Coronaviridae,Avian coronavirus
74807,KJ569769,train,0,normal,GenBank,20240206,dev,dev,train,pred,0.0,Deltacoronavirus,KJ569769,Coronaviridae,Coronavirus HKU15
74808,KJ020932,train,0,normal,GenBank,20240206,dev,train,train,pred,0.0,Alphacoronavirus,KJ020932,Coronaviridae,Porcine epidemic diarrhea virus
74809,KJ399978,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Alphacoronavirus,KJ399978,Coronaviridae,Porcine epidemic diarrhea virus
74810,KJ481931,train,0,normal,GenBank,20240206,train,dev,train,pred,0.0,Deltacoronavirus,KJ481931,Coronaviridae,Coronavirus HKU15
74811,KJ477103,train,0,normal,GenBank,20240206,dev,train,train,pred,0.0,Betacoronavirus,KJ477103,Coronaviridae,Middle East respiratory syndrome-related coronavirus
74812,KJ156869,train,1,normal,GenBank,20240206,dev,train,train,pred,1.0,Betacoronavirus,KJ156869,Coronaviridae,Middle East respiratory syndrome-related coronavirus
74813,KJ156874,train,1,normal,GenBank,20240206,train,dev,train,pred,1.0,Betacoronavirus,KJ156874,Coronaviridae,Middle East respiratory syndrome-related coronavirus
74814,KJ156881,train,1,normal,GenBank,20240206,train,dev,train,pred,1.0,Betacoronavirus,KJ156881,Coronaviridae,Middle East respiratory syndrome-related coronavirus
74815,KJ156910,train,1,normal,GenBank,20240206,train,train,train,pred,1.0,Betacoronavirus,KJ156910,Coronaviridae,Middle East respiratory syndrome-related coronavirus
74816,KJ156934,train,1,normal,GenBank,20240206,train,train,train,pred,1.0,Betacoronavirus,KJ156934,Coronaviridae,Middle East respiratory syndrome-related coronavirus
74817,KJ156944,train,1,normal,GenBank,20240206,train,train,dev,pred,1.0,Betacoronavirus,KJ156944,Coronaviridae,Middle East respiratory syndrome-related coronavirus
74818,KJ156949,train,1,normal,GenBank,20240206,train,train,dev,pred,1.0,Betacoronavirus,KJ156949,Coronaviridae,Middle East respiratory syndrome-related coronavirus
74819,KJ156952,train,1,normal,GenBank,20240206,train,train,dev,pred,1.0,Betacoronavirus,KJ156952,Coronaviridae,Middle East respiratory syndrome-related coronavirus
74820,KC461235,train,0,normal,GenBank,20240206,dev,dev,train,pred,0.0,Alphacoronavirus,KC461235,Coronaviridae,Alphacoronavirus 1
74821,KC461236,train,0,normal,GenBank,20240206,train,dev,dev,pred,0.0,Alphacoronavirus,KC461236,Coronaviridae,Alphacoronavirus 1
74822,KC461237,train,0,normal,GenBank,20240206,dev,train,train,pred,0.0,Alphacoronavirus,KC461237,Coronaviridae,Alphacoronavirus 1
74823,KF961221,train,1,normal,GenBank,20240206,train,train,train,pred,1.0,Betacoronavirus,KF961221,Coronaviridae,Middle East respiratory syndrome-related coronavirus
74824,KF961222,train,1,normal,GenBank,20240206,train,train,train,pred,1.0,Betacoronavirus,KF961222,Coronaviridae,Middle East respiratory syndrome-related coronavirus
74825,KF452322,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Alphacoronavirus,KF452322,Coronaviridae,Porcine epidemic diarrhea virus
74826,KF663559,train,0,normal,GenBank,20240206,train,train,dev,pred,0.0,Gammacoronavirus,KF663559,Coronaviridae,Avian coronavirus
74827,KF663561,train,0,normal,GenBank,20240206,dev,train,train,pred,0.0,Gammacoronavirus,KF663561,Coronaviridae,Avian coronavirus
74828,KF668605,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Gammacoronavirus,KF668605,Coronaviridae,Avian coronavirus
74829,KF650370,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Alphacoronavirus,KF650370,Coronaviridae,Porcine epidemic diarrhea virus
74830,KF650373,train,0,normal,GenBank,20240206,dev,train,dev,pred,0.0,Alphacoronavirus,KF650373,Coronaviridae,Porcine epidemic diarrhea virus
74831,KF804028,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Alphacoronavirus,KF804028,Coronaviridae,Porcine epidemic diarrhea virus
74832,KF411040,train,0,normal,GenBank,20240206,dev,train,train,pred,0.0,Gammacoronavirus,KF411040,Coronaviridae,Avian coronavirus
74833,KF411041,train,0,normal,GenBank,20240206,train,train,dev,pred,0.0,Gammacoronavirus,KF411041,Coronaviridae,Avian coronavirus
74834,KC881005,train,0,normal,GenBank,20240206,dev,train,train,pred,0.0,Betacoronavirus,KC881005,Coronaviridae,Severe acute respiratory syndrome-related coronavirus
74835,KC881006,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Betacoronavirus,KC881006,Coronaviridae,Severe acute respiratory syndrome-related coronavirus
74836,KF367457,train,0,normal,GenBank,20240206,dev,dev,train,pred,0.0,Betacoronavirus,KF367457,Coronaviridae,Severe acute respiratory syndrome-related coronavirus
74837,KF574761,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Gammacoronavirus,KF574761,Coronaviridae,Avian coronavirus
74838,KF468754,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Alphacoronavirus,KF468754,Coronaviridae,Porcine epidemic diarrhea virus
74839,KF530105,train,1,normal,GenBank,20240206,train,train,pred,train,1.0,Alphacoronavirus,KF530105,Coronaviridae,Human coronavirus NL63
74840,KF273109,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Alphacoronavirus,KF273109,Coronaviridae,Alphacoronavirus 1
74841,KF686340,train,1,normal,GenBank,20240206,dev,train,dev,pred,1.0,Betacoronavirus,KF686340,Coronaviridae,Human coronavirus HKU1
74842,KF686342,train,1,normal,GenBank,20240206,train,train,train,pred,1.0,Betacoronavirus,KF686342,Coronaviridae,Human coronavirus HKU1
74843,KF686344,train,1,normal,GenBank,20240206,train,train,train,pred,1.0,Betacoronavirus,KF686344,Coronaviridae,Human coronavirus HKU1
74844,KF686346,train,1,normal,GenBank,20240206,train,train,train,pred,1.0,Betacoronavirus,KF686346,Coronaviridae,Human coronavirus HKU1
74845,KF600612,train,1,normal,GenBank,20240206,train,train,train,pred,1.0,Betacoronavirus,KF600612,Coronaviridae,Middle East respiratory syndrome-related coronavirus
74846,KF600628,train,1,normal,GenBank,20240206,train,train,train,pred,1.0,Betacoronavirus,KF600628,Coronaviridae,Middle East respiratory syndrome-related coronavirus
74847,KF600632,train,1,normal,GenBank,20240206,dev,train,train,pred,1.0,Betacoronavirus,KF600632,Coronaviridae,Middle East respiratory syndrome-related coronavirus
74848,KF600634,train,1,normal,GenBank,20240206,train,dev,train,pred,1.0,Betacoronavirus,KF600634,Coronaviridae,Middle East respiratory syndrome-related coronavirus
74849,KF600644,train,1,normal,GenBank,20240206,train,train,train,pred,1.0,Betacoronavirus,KF600644,Coronaviridae,Middle East respiratory syndrome-related coronavirus
74850,KF600645,train,1,normal,GenBank,20240206,train,dev,train,pred,1.0,Betacoronavirus,KF600645,Coronaviridae,Middle East respiratory syndrome-related coronavirus
74851,KF600647,train,1,normal,GenBank,20240206,train,train,train,pred,1.0,Betacoronavirus,KF600647,Coronaviridae,Middle East respiratory syndrome-related coronavirus
74852,KF530123,train,0,normal,GenBank,20240206,dev,dev,train,pred,0.0,Alphacoronavirus,KF530123,Coronaviridae,Alphacoronavirus 1
74853,KF268336,train,0,normal,GenBank,20240206,dev,train,train,pred,0.0,Betacoronavirus,KF268336,Coronaviridae,Murine coronavirus
74854,KF268337,train,0,normal,GenBank,20240206,dev,train,dev,pred,0.0,Betacoronavirus,KF268337,Coronaviridae,Murine coronavirus
74855,KF268338,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Betacoronavirus,KF268338,Coronaviridae,Murine coronavirus
74856,KF268339,train,0,normal,GenBank,20240206,dev,train,train,pred,0.0,Betacoronavirus,KF268339,Coronaviridae,Murine coronavirus
74857,KF430201,train,1,normal,GenBank,20240206,train,train,train,pred,1.0,Betacoronavirus,KF430201,Coronaviridae,Human coronavirus HKU1
74858,KF267450,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Alphacoronavirus,KF267450,Coronaviridae,Porcine epidemic diarrhea virus
74859,KC869678,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Betacoronavirus,KC869678,Coronaviridae,Middle East respiratory syndrome-related coronavirus
74860,KF272920,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Alphacoronavirus,KF272920,Coronaviridae,Porcine epidemic diarrhea virus
74861,JX993987,train,0,normal,GenBank,20240206,dev,train,dev,pred,0.0,Betacoronavirus,JX993987,Coronaviridae,Severe acute respiratory syndrome-related coronavirus
74862,JX993988,train,0,normal,GenBank,20240206,train,train,dev,pred,0.0,Betacoronavirus,JX993988,Coronaviridae,Severe acute respiratory syndrome-related coronavirus
74863,KF186564,train,1,normal,GenBank,20240206,train,train,train,pred,1.0,Betacoronavirus,KF186564,Coronaviridae,Middle East respiratory syndrome-related coronavirus
74864,KF186565,train,1,normal,GenBank,20240206,train,train,dev,pred,1.0,Betacoronavirus,KF186565,Coronaviridae,Middle East respiratory syndrome-related coronavirus
74865,KF186566,train,1,normal,GenBank,20240206,dev,train,train,pred,1.0,Betacoronavirus,KF186566,Coronaviridae,Middle East respiratory syndrome-related coronavirus
74866,KF186567,train,1,normal,GenBank,20240206,train,train,train,pred,1.0,Betacoronavirus,KF186567,Coronaviridae,Middle East respiratory syndrome-related coronavirus
74867,KC140102,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Alphacoronavirus,KC140102,Coronaviridae,Porcine epidemic diarrhea virus
74868,KC506155,train,0,normal,GenBank,20240206,dev,train,train,pred,0.0,Gammacoronavirus,KC506155,Coronaviridae,Avian coronavirus
74869,KC776174,train,1,normal,GenBank,20240206,train,train,dev,pred,1.0,Betacoronavirus,KC776174,Coronaviridae,Middle East respiratory syndrome-related coronavirus
74870,KC210145,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Alphacoronavirus,KC210145,Coronaviridae,Porcine epidemic diarrhea virus
74871,KC210146,train,0,normal,GenBank,20240206,train,dev,dev,pred,0.0,Alphacoronavirus,KC210146,Coronaviridae,Porcine epidemic diarrhea virus
74872,KC210147,train,0,normal,GenBank,20240206,dev,dev,dev,pred,0.0,Alphacoronavirus,KC210147,Coronaviridae,Porcine epidemic diarrhea virus
74873,KC667074,train,1,normal,GenBank,20240206,train,train,train,pred,1.0,Betacoronavirus,KC667074,Coronaviridae,Middle East respiratory syndrome-related coronavirus
74874,KC136209,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Gammacoronavirus,KC136209,Coronaviridae,Avian coronavirus
74875,JX897900,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Gammacoronavirus,JX897900,Coronaviridae,Avian coronavirus
74876,JX869043,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Alphacoronavirus,JX869043,Coronaviridae,Porcine epidemic diarrhea virus
74877,JX869044,train,0,normal,GenBank,20240206,train,train,dev,pred,0.0,Alphacoronavirus,JX869044,Coronaviridae,Porcine epidemic diarrhea virus
74878,JX869046,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Alphacoronavirus,JX869046,Coronaviridae,Porcine epidemic diarrhea virus
74879,KC119407,train,0,normal,GenBank,20240206,train,train,dev,pred,0.0,Gammacoronavirus,KC119407,Coronaviridae,Avian coronavirus
74880,JX560761,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Alphacoronavirus,JX560761,Coronaviridae,Porcine epidemic diarrhea virus
74881,JX840411,train,0,normal,GenBank,20240206,train,dev,train,pred,0.0,Gammacoronavirus,JX840411,Coronaviridae,Avian coronavirus
74882,JX860640,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Betacoronavirus,JX860640,Coronaviridae,Betacoronavirus 1
74883,JX504050,train,1,normal,GenBank,20240206,dev,train,train,pred,1.0,Alphacoronavirus,JX504050,Coronaviridae,Human coronavirus NL63
74884,JX489155,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Alphacoronavirus,JX489155,Coronaviridae,Porcine epidemic diarrhea virus
74885,JQ989266,train,0,normal,GenBank,20240206,dev,train,train,pred,0.0,Alphacoronavirus,JQ989266,Coronaviridae,Bat coronavirus HKU10
74886,JQ989267,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Alphacoronavirus,JQ989267,Coronaviridae,Bat coronavirus HKU10
74887,JQ989269,train,0,normal,GenBank,20240206,train,dev,train,pred,0.0,Alphacoronavirus,JQ989269,Coronaviridae,Bat coronavirus HKU10
74888,JQ989272,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Alphacoronavirus,JQ989272,Coronaviridae,Bat coronavirus HKU10
74889,JQ989273,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Alphacoronavirus,JQ989273,Coronaviridae,Bat coronavirus HKU10
74890,JX435298,train,0,normal,GenBank,20240206,train,dev,train,pred,0.0,Alphacoronavirus,JX435298,Coronaviridae,Porcine epidemic diarrhea virus
74891,JX435299,train,0,normal,GenBank,20240206,train,train,dev,pred,0.0,Alphacoronavirus,JX435299,Coronaviridae,Porcine epidemic diarrhea virus
74892,JX435300,train,0,normal,GenBank,20240206,dev,train,dev,pred,0.0,Alphacoronavirus,JX435300,Coronaviridae,Porcine epidemic diarrhea virus
74893,JX435302,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Alphacoronavirus,JX435302,Coronaviridae,Porcine epidemic diarrhea virus
74894,JX435303,train,0,normal,GenBank,20240206,train,dev,train,pred,0.0,Alphacoronavirus,JX435303,Coronaviridae,Porcine epidemic diarrhea virus
74895,JX435304,train,0,normal,GenBank,20240206,dev,train,train,pred,0.0,Alphacoronavirus,JX435304,Coronaviridae,Porcine epidemic diarrhea virus
74896,JX435305,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Alphacoronavirus,JX435305,Coronaviridae,Porcine epidemic diarrhea virus
74897,JX435311,train,0,normal,GenBank,20240206,train,train,dev,pred,0.0,Alphacoronavirus,JX435311,Coronaviridae,Porcine epidemic diarrhea virus
74898,JX503060,train,1,normal,GenBank,20240206,train,dev,train,pred,1.0,Alphacoronavirus,JX503060,Coronaviridae,Human coronavirus 229E
74899,JX503061,train,1,normal,GenBank,20240206,train,train,dev,pred,1.0,Alphacoronavirus,JX503061,Coronaviridae,Human coronavirus 229E
74900,JX261936,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Alphacoronavirus,JX261936,Coronaviridae,Porcine epidemic diarrhea virus
74901,JX195176,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Gammacoronavirus,JX195176,Coronaviridae,Avian coronavirus
74902,JX195178,train,0,normal,GenBank,20240206,train,dev,dev,pred,0.0,Gammacoronavirus,JX195178,Coronaviridae,Avian coronavirus
74903,JX524171,train,1,normal,GenBank,20240206,dev,train,train,pred,1.0,Alphacoronavirus,JX524171,Coronaviridae,Human coronavirus NL63
74904,JX188454,train,0,normal,GenBank,20240206,train,dev,train,pred,0.0,Alphacoronavirus,JX188454,Coronaviridae,Porcine epidemic diarrhea virus
74905,JQ977697,train,0,normal,GenBank,20240206,dev,train,train,pred,0.0,Gammacoronavirus,JQ977697,Coronaviridae,Avian coronavirus
74906,JX112709,train,0,normal,GenBank,20240206,train,dev,train,pred,0.0,Alphacoronavirus,JX112709,Coronaviridae,Porcine epidemic diarrhea virus
74907,JX088695,train,0,normal,GenBank,20240206,dev,train,train,pred,0.0,Alphacoronavirus,JX088695,Coronaviridae,Porcine epidemic diarrhea virus
74908,JX145339,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Alphacoronavirus,JX145339,Coronaviridae,Porcine epidemic diarrhea virus
74909,JQ088078,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Gammacoronavirus,JQ088078,Coronaviridae,Avian coronavirus
74910,JF732903,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Gammacoronavirus,JF732903,Coronaviridae,Avian coronavirus
74911,JQ023161,train,0,normal,GenBank,20240206,dev,train,train,pred,0.0,Alphacoronavirus,JQ023161,Coronaviridae,Porcine epidemic diarrhea virus
74912,JQ410000,train,0,normal,GenBank,20240206,train,train,dev,pred,0.0,Alphacoronavirus,JQ410000,Coronaviridae,Human coronavirus 229E
74913,JN874560,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Betacoronavirus,JN874560,Coronaviridae,Rabbit coronavirus HKU14
74914,JN874561,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Betacoronavirus,JN874561,Coronaviridae,Rabbit coronavirus HKU14
74915,JN874562,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Betacoronavirus,JN874562,Coronaviridae,Rabbit coronavirus HKU14
74916,JQ765563,train,1,normal,GenBank,20240206,dev,train,train,pred,1.0,Alphacoronavirus,JQ765563,Coronaviridae,Human coronavirus NL63
74917,JQ765564,train,1,normal,GenBank,20240206,train,train,train,pred,1.0,Alphacoronavirus,JQ765564,Coronaviridae,Human coronavirus NL63
74918,JQ765565,train,1,normal,GenBank,20240206,train,train,train,pred,1.0,Alphacoronavirus,JQ765565,Coronaviridae,Human coronavirus NL63
74919,JQ765566,train,1,normal,GenBank,20240206,train,dev,train,pred,1.0,Alphacoronavirus,JQ765566,Coronaviridae,Human coronavirus NL63
74920,JQ765567,train,1,normal,GenBank,20240206,train,dev,dev,pred,1.0,Alphacoronavirus,JQ765567,Coronaviridae,Human coronavirus NL63
74921,JQ765569,train,1,normal,GenBank,20240206,train,train,dev,pred,1.0,Alphacoronavirus,JQ765569,Coronaviridae,Human coronavirus NL63
74922,JQ765571,train,1,normal,GenBank,20240206,train,train,train,pred,1.0,Alphacoronavirus,JQ765571,Coronaviridae,Human coronavirus NL63
74923,JQ765572,train,1,normal,GenBank,20240206,train,dev,train,pred,1.0,Alphacoronavirus,JQ765572,Coronaviridae,Human coronavirus NL63
74924,JQ765573,train,1,normal,GenBank,20240206,train,train,train,pred,1.0,Alphacoronavirus,JQ765573,Coronaviridae,Human coronavirus NL63
74925,JQ765575,train,1,normal,GenBank,20240206,train,dev,train,pred,1.0,Alphacoronavirus,JQ765575,Coronaviridae,Human coronavirus NL63
74926,JQ065042,train,0,normal,GenBank,20240206,train,dev,train,pred,0.0,Deltacoronavirus,JQ065042,Coronaviridae,Coronavirus HKU15
74927,JQ282909,train,0,normal,GenBank,20240206,train,train,dev,pred,0.0,Alphacoronavirus,JQ282909,Coronaviridae,Porcine epidemic diarrhea virus
74928,JN825706,train,0,normal,GenBank,20240206,train,dev,train,pred,0.0,Alphacoronavirus,JN825706,Coronaviridae,Porcine epidemic diarrhea virus
74929,JN825708,train,0,normal,GenBank,20240206,dev,train,train,pred,0.0,Alphacoronavirus,JN825708,Coronaviridae,Porcine epidemic diarrhea virus
74930,JN825709,train,0,normal,GenBank,20240206,dev,train,train,pred,0.0,Alphacoronavirus,JN825709,Coronaviridae,Porcine epidemic diarrhea virus
74931,JN825710,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Alphacoronavirus,JN825710,Coronaviridae,Porcine epidemic diarrhea virus
74932,JN624755,train,0,normal,GenBank,20240206,dev,train,train,pred,0.0,Alphacoronavirus,JN624755,Coronaviridae,Alphacoronavirus 1
74933,AB691764,train,1,normal,GenBank,20240206,train,train,train,pred,1.0,Alphacoronavirus,AB691764,Coronaviridae,Human coronavirus 229E
74934,AB691766,train,1,normal,GenBank,20240206,dev,train,train,pred,1.0,Alphacoronavirus,AB691766,Coronaviridae,Human coronavirus 229E
74935,AB691767,train,1,normal,GenBank,20240206,train,train,train,pred,1.0,Alphacoronavirus,AB691767,Coronaviridae,Human coronavirus 229E
74936,JF951368,train,0,normal,GenBank,20240206,dev,train,train,pred,0.0,Gammacoronavirus,JF951368,Coronaviridae,Avian coronavirus
74937,JF951369,train,0,normal,GenBank,20240206,dev,train,train,pred,0.0,Gammacoronavirus,JF951369,Coronaviridae,Avian coronavirus
74938,JF951370,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Gammacoronavirus,JF951370,Coronaviridae,Avian coronavirus
74939,JF951371,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Gammacoronavirus,JF951371,Coronaviridae,Avian coronavirus
74940,JF951372,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Gammacoronavirus,JF951372,Coronaviridae,Avian coronavirus
74941,JF951373,train,0,normal,GenBank,20240206,train,dev,train,pred,0.0,Gammacoronavirus,JF951373,Coronaviridae,Avian coronavirus
74942,JF951374,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Gammacoronavirus,JF951374,Coronaviridae,Avian coronavirus
74943,JF951375,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Gammacoronavirus,JF951375,Coronaviridae,Avian coronavirus
74944,JF951376,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Gammacoronavirus,JF951376,Coronaviridae,Avian coronavirus
74945,JN129834,train,1,normal,GenBank,20240206,train,train,train,pred,1.0,Betacoronavirus,JN129834,Coronaviridae,Betacoronavirus 1
74946,JN129835,train,1,normal,GenBank,20240206,dev,train,train,pred,1.0,Betacoronavirus,JN129835,Coronaviridae,Betacoronavirus 1
74947,JF828980,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Gammacoronavirus,JF828980,Coronaviridae,Avian coronavirus
74948,JF828981,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Gammacoronavirus,JF828981,Coronaviridae,Avian coronavirus
74949,JF705860,train,0,normal,GenBank,20240206,dev,train,train,pred,0.0,Gammacoronavirus,JF705860,Coronaviridae,Avian coronavirus
74950,JF274479,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Gammacoronavirus,JF274479,Coronaviridae,Avian coronavirus
74951,HQ853282,train,0,normal,GenBank,20240206,train,dev,train,pred,0.0,Gammacoronavirus,HQ853282,Coronaviridae,Avian coronavirus
74952,HQ853283,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Gammacoronavirus,HQ853283,Coronaviridae,Avian coronavirus
74953,HQ853292,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Gammacoronavirus,HQ853292,Coronaviridae,Avian coronavirus
74954,JN183882,train,0,normal,GenBank,20240206,dev,dev,dev,pred,0.0,Alphacoronavirus,JN183882,Coronaviridae,Alphacoronavirus 1
74955,JN183883,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Alphacoronavirus,JN183883,Coronaviridae,Alphacoronavirus 1
74956,JF893452,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Gammacoronavirus,JF893452,Coronaviridae,Avian coronavirus
74957,FJ904713,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Gammacoronavirus,FJ904713,Coronaviridae,Avian coronavirus
74958,HQ848267,train,0,normal,GenBank,20240206,dev,train,train,pred,0.0,Gammacoronavirus,HQ848267,Coronaviridae,Avian coronavirus
74959,HQ850618,train,0,normal,GenBank,20240206,train,dev,dev,pred,0.0,Gammacoronavirus,HQ850618,Coronaviridae,Avian coronavirus
74960,HQ890526,train,0,normal,GenBank,20240206,train,dev,train,pred,0.0,Betacoronavirus,HQ890526,Coronaviridae,Severe acute respiratory syndrome-related coronavirus
74961,HQ890529,train,0,normal,GenBank,20240206,train,dev,train,pred,0.0,Betacoronavirus,HQ890529,Coronaviridae,Severe acute respiratory syndrome-related coronavirus
74962,HQ890535,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Betacoronavirus,HQ890535,Coronaviridae,Severe acute respiratory syndrome-related coronavirus
74963,HQ890538,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Betacoronavirus,HQ890538,Coronaviridae,Severe acute respiratory syndrome-related coronavirus
74964,HQ890541,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Betacoronavirus,HQ890541,Coronaviridae,Severe acute respiratory syndrome-related coronavirus
74965,JF292903,train,0,normal,GenBank,20240206,train,train,dev,pred,0.0,Betacoronavirus,JF292903,Coronaviridae,Severe acute respiratory syndrome-related coronavirus
74966,JF292905,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Betacoronavirus,JF292905,Coronaviridae,Severe acute respiratory syndrome-related coronavirus
74967,JF292906,train,0,normal,GenBank,20240206,train,train,dev,pred,0.0,Betacoronavirus,JF292906,Coronaviridae,Severe acute respiratory syndrome-related coronavirus
74968,JF292909,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Betacoronavirus,JF292909,Coronaviridae,Severe acute respiratory syndrome-related coronavirus
74969,JF292915,train,0,normal,GenBank,20240206,dev,train,train,pred,0.0,Betacoronavirus,JF292915,Coronaviridae,Severe acute respiratory syndrome-related coronavirus
74970,JF330898,train,0,normal,GenBank,20240206,train,dev,train,pred,0.0,Gammacoronavirus,JF330898,Coronaviridae,Avian coronavirus
74971,JF330899,train,0,normal,GenBank,20240206,train,train,train,pred,0.0,Gammacoronavirus,JF330899,Coronaviridae,Avian coronavirus
